code,name,series,element,tagemoji,tagname,wishlist,gen,owner,fought,frame,custom_frame,3D,morph,glow,bg,attack,defense,speed,hp,moves
nl4wj0,Uzuki Nakano,Danchigai,light,N/A,N/A,0,1410,N/A,N/A,0,N/A,false,false,N/A,N/A,56,51,60,292,"Tim, Bli"
nl4ue0,Gloria,Madagascar,earth,N/A,N/A,1,537,N/A,N/A,0,N/A,false,false,N/A,N/A,73,41,84,300,"Ato, Hel"
nl4liv,Foreteller Ava,Kingdom Hearts,earth,N/A,N/A,0,955,N/A,N/A,0,N/A,false,false,N/A,N/A,45,43,53,234,"Hyp, Tim"
nl4jvq,Shuri Wakatsuki,Myself; Yourself,wood,N/A,N/A,0,762,N/A,N/A,0,N/A,false,false,N/A,N/A,47,41,52,282,"Tem, Ven"
nl4i8t,Lumie Miratisa,Lord of Heroes,wind,N/A,N/A,0,1371,N/A,N/A,0,N/A,false,false,N/A,N/A,49,52,46,283,"Alm, Hel"
nl4foa,Vladimir,League of Legends,light,N/A,N/A,4,1456,N/A,N/A,0,N/A,false,false,N/A,N/A,55,45,46,259,"Bod, Bli"
nl4dwu,Perikles,Sid Story,wood,N/A,N/A,0,616,N/A,N/A,0,N/A,false,false,N/A,N/A,48,80,58,260,"Hol, Und"
nl49rc,Kanna Kirahoshi,Dolphin Wave,metal,N/A,N/A,1,1359,N/A,N/A,0,N/A,false,false,N/A,N/A,56,55,44,303,"Spi, Pur"
nl43ux,Raisa Pöttgen,Strike Witches,wood,N/A,N/A,1,665,N/A,N/A,0,N/A,false,false,N/A,N/A,48,59,46,252,"Nec, Vis"
nl41o2,Rinka Hayami,Assassination Classroom,metal,N/A,N/A,9,516,N/A,N/A,0,N/A,false,false,N/A,N/A,57,40,40,237,"Cos, Out"
nl3zcm,Kouko Nosa,High School Fleet,wood,N/A,N/A,0,434,N/A,N/A,0,N/A,false,false,N/A,N/A,63,40,42,298,"Dru, Tem"
nl3kn7,Tsubaki Mikoto,Magia Record,ice,N/A,N/A,1,1464,N/A,N/A,0,N/A,false,false,N/A,N/A,59,45,53,248,"Gra, Und"
nl3ijm,Jin,BTS,ice,N/A,N/A,191,991,N/A,N/A,0,N/A,false,false,N/A,N/A,46,53,57,244,"Roc, Pur"
nl3hpt,Fukumi Naito,Karin,earth,N/A,N/A,0,630,N/A,N/A,0,N/A,false,false,N/A,N/A,41,59,49,257,"Hel, Gra"
nl3ebk,Vainney Halter,Clockwork Planet,wood,N/A,N/A,0,802,N/A,N/A,0,N/A,false,false,N/A,N/A,67,58,60,267,"Ser, Vis"
nl1cx9,Gawr Gura,Hololive EN,earth,💰,trade,820,246,N/A,N/A,0,N/A,false,false,N/A,N/A,50,58,53,286,"Mys, Tau"
nl1824,Hisame Ogasahara,Heaven Burns Red,earth,N/A,N/A,1,171,N/A,N/A,0,N/A,false,false,N/A,N/A,64,56,48,269,"Out, Dru"
nl15q6,Kai Akakura,Haikyu!!,metal,N/A,N/A,1,548,N/A,N/A,0,N/A,false,false,N/A,N/A,59,49,57,238,"Hyp, Und"
nl14rg,Misaka Worst,A Certain Magical Index III,wind,N/A,N/A,6,693,N/A,N/A,0,N/A,false,false,N/A,N/A,44,40,53,251,"Ato, Cos"
nl12tw,Peridot,Land of the Lustrous,ice,N/A,N/A,5,865,N/A,N/A,0,N/A,false,false,N/A,N/A,47,44,58,237,"Gra, Hyp"
nl0wax,Eternal Flame,Girls x Battle 2,light,N/A,N/A,1,496,N/A,N/A,0,N/A,false,false,N/A,N/A,47,46,48,282,"Ato, Hyp"
nl0urz,Furiae,Drakengard,wood,N/A,N/A,0,1779,N/A,N/A,0,N/A,false,false,N/A,N/A,56,42,51,255,"Ato, Nec"
nl0szh,Jeanne d'Arc,Evertale,fire,N/A,N/A,2,636,N/A,N/A,0,N/A,false,false,N/A,N/A,74,50,41,241,"Tim, Tem"
nl0rs7,Feynail Corwen,Log Horizon,void,N/A,N/A,2,337,N/A,N/A,0,N/A,false,false,N/A,N/A,74,56,52,234,"Bod, Rot"
nl0o4y,Viktor Krum,Harry Potter,ice,N/A,N/A,3,97,N/A,N/A,0,N/A,false,false,N/A,N/A,54,52,55,300,"Hol, Tem"
nl0lpb,ARX-160,Girls Frontline,wood,N/A,N/A,0,736,N/A,N/A,0,N/A,false,false,N/A,N/A,56,51,54,230,"Hel, Bod"
nl0iop,Goose,Animal Crossing: New Horizons,wood,N/A,N/A,0,537,N/A,N/A,0,N/A,false,false,N/A,N/A,56,59,53,236,"Bod, Und"
nl0h3e,Sano Kouichi,Even If You Slit My Mouth,wood,N/A,N/A,11,548,N/A,N/A,0,N/A,false,false,N/A,N/A,54,50,43,265,"Hyp, Nec"
nl0b8z,Anti-Cosmo,The Fairly OddParents,light,N/A,N/A,2,760,N/A,N/A,0,N/A,false,false,N/A,N/A,76,55,41,250,"Eth, Out"
nl09hv,Yachiyo Nanami,Magia Record,metal,N/A,N/A,5,1103,N/A,N/A,0,N/A,false,false,N/A,N/A,54,58,48,270,"Spi, Alm"
nl077j,Snipe,Kamen Rider,wind,N/A,N/A,0,964,N/A,N/A,0,N/A,false,false,N/A,N/A,56,58,48,240,"Vor, Hel"
nl03m6,Suguro,Mushishi,void,N/A,N/A,1,544,N/A,N/A,0,N/A,false,false,N/A,N/A,53,51,40,247,"Nec, Eth"
nkzk3v,Kirifuji Nagisa,Blue Archive,void,🏫,ba,3,886,N/A,N/A,0,N/A,false,false,N/A,N/A,57,56,53,255,"Vor, Bli"
nkzj5z,Bianca Alexandra Lou,Dragon Crisis!,metal,N/A,N/A,0,985,N/A,N/A,0,N/A,false,false,N/A,N/A,43,44,42,281,"Mys, Alm"
nkzc3e,Hiiragi,Newton's Flower Buds,metal,N/A,N/A,0,11,N/A,N/A,0,N/A,false,false,N/A,N/A,53,41,40,232,"Ato, Bod"
nkxz2n,Specimen 2,Spooky's Jump Scare Mansion,fire,N/A,N/A,2,596,N/A,N/A,0,N/A,false,false,N/A,N/A,48,52,57,267,"Ref, Mys"
nkxtu8,Kaname Manaka,Ace of Diamond,fire,N/A,N/A,0,31,N/A,N/A,0,N/A,false,false,N/A,N/A,60,55,55,264,"Bli, Tau"
nkxscy,Halbet Chevour,Black Clover,metal,N/A,N/A,3,1359,N/A,N/A,0,N/A,false,false,N/A,N/A,58,48,44,261,"Roc, Hel"
nkxoue,Gretel,Black Lagoon,void,N/A,N/A,2,572,N/A,N/A,0,N/A,false,false,N/A,N/A,48,45,52,265,"Har, Rot"
nkxma3,Mayuri,Date A Live The Movie: Mayuri Judgement,ice,N/A,N/A,12,757,N/A,N/A,0,N/A,false,false,N/A,N/A,51,58,54,296,"Ven, Rot"
nkxfuu,Oro,Street Fighter,metal,N/A,N/A,0,1031,N/A,N/A,0,N/A,false,false,N/A,N/A,57,73,49,272,"Vor, Hol"
nkxc4w,Tachanka,Tom Clancy's Rainbow Six Siege,wood,N/A,N/A,9,830,N/A,N/A,0,N/A,false,false,N/A,N/A,42,57,50,243,"Ref, Ven"
nkxalm,Tsumugi Sakakibara,High School Fleet,wood,N/A,N/A,1,1282,N/A,N/A,0,N/A,false,false,N/A,N/A,57,56,51,241,"Dru, Nec"
nkx5qk,Tatsumi Tanabe,Tomo-chan Is a Girl!,ice,N/A,N/A,0,1090,N/A,N/A,0,N/A,false,false,N/A,N/A,66,49,57,267,"Ser, Eth"
nkwrzh,Lignoid,Granblue Fantasy,earth,N/A,N/A,1,1593,N/A,N/A,0,N/A,false,false,N/A,N/A,40,51,60,260,"Ser, Gra"
nkwj71,Oboro Shirakumo,My Hero Academia,fire,N/A,N/A,5,439,N/A,N/A,0,N/A,false,false,N/A,N/A,54,65,53,235,"Roc, Vis"
nkwfmn,Sharon,Spy x Family,void,N/A,N/A,5,1762,N/A,N/A,0,N/A,false,false,N/A,N/A,57,48,40,238,"Mys, Ato"
nkw7hs,Asuhi Imizu,Mikagura School Suite,wood,N/A,N/A,1,620,N/A,N/A,0,N/A,false,false,N/A,N/A,43,60,47,296,"Hyp, Dra"
nkvx8k,Lars,Campfire Cooking In Another World With My Absurd Skill,wind,N/A,N/A,0,633,N/A,N/A,0,N/A,false,false,N/A,N/A,55,61,88,255,"Ser, Bod"
nkvt6f,Rocket Raccoon,Marvel Cinematic Universe,void,N/A,N/A,22,702,N/A,N/A,0,N/A,false,false,N/A,N/A,55,58,43,240,"Har, Ato"
nkvgfu,Naoto Ogawa,Bakuman.,earth,N/A,N/A,0,695,N/A,N/A,0,N/A,false,false,N/A,N/A,40,55,44,258,"Dru, Bod"
nkvdmd,Keine Kurumatani,Assault Lily,metal,N/A,N/A,0,987,N/A,N/A,0,N/A,false,false,N/A,N/A,57,50,49,235,"Dra, Mys"
nkv7fz,Rin Sasaki,Yamada-kun and the Seven Witches,light,N/A,N/A,1,761,N/A,N/A,0,N/A,false,false,N/A,N/A,56,55,60,247,"Ser, Sha"
nktkab,Angel Itagaki,Majikoi: Oh! Samurai Girls,void,N/A,N/A,1,916,N/A,N/A,0,N/A,false,false,N/A,N/A,42,49,45,324,"Roc, Out"
nkti97,Itsuka Kendou,My Hero Academia,earth,N/A,N/A,2,1576,N/A,N/A,0,N/A,false,false,N/A,N/A,60,48,46,244,"Hel, Ven"
nktfy9,Zhuge Kongming,Honkai Impact 3rd,wind,N/A,N/A,0,584,N/A,N/A,0,N/A,false,false,N/A,N/A,63,40,41,275,"Tim, Eth"
nktgsx,Nii-chan,Blue Exorcist,ice,N/A,N/A,1,347,N/A,N/A,0,N/A,false,false,N/A,N/A,48,45,48,264,"Ven, Pur"
nktf6k,Otori,The Quintessential Quintuplets,metal,N/A,N/A,4,947,N/A,N/A,0,N/A,false,false,N/A,N/A,42,49,45,230,"Rot, Tim"
nktc98,Red Rush,Invincible,earth,N/A,N/A,0,1655,N/A,N/A,0,N/A,false,false,N/A,N/A,47,41,45,283,"Hyp, Ven"
nktarn,Luke,Street Fighter,metal,N/A,N/A,1,909,N/A,N/A,0,N/A,false,false,N/A,N/A,41,52,51,276,"Sha, Alm"
nkt5hp,Chad Chadan,Mobile Suit Gundam: Iron-Blooded Orphans,wood,N/A,N/A,1,562,N/A,N/A,0,N/A,false,false,N/A,N/A,52,52,49,282,"Hel, Ato"
nksvsl,Teacher,The Girl From The Other Side,wind,N/A,N/A,3,973,N/A,N/A,0,N/A,false,false,N/A,N/A,42,60,56,259,"Ato, Ref"
nksj5e,Snuffy,Independent VTubers,wood,N/A,N/A,18,202,N/A,N/A,0,N/A,false,false,N/A,N/A,56,51,90,250,"Vis, Gra"
nksfo6,Drake,NIKKE,earth,N/A,N/A,8,195,N/A,N/A,0,N/A,false,false,N/A,N/A,59,67,46,238,"Har, Sha"
nks9n3,Reiji Mitsurugi,Ace Attorney,metal,N/A,N/A,32,413,N/A,N/A,0,N/A,false,false,N/A,N/A,45,58,51,293,"Hol, Vis"
nkrp3d,Tsugumi,Guilty Crown,wood,N/A,N/A,2,951,N/A,N/A,0,N/A,false,false,N/A,N/A,57,57,49,232,"Ref, Roc"
nkrmlz,Oshiro Ito,Independent VTubers,void,N/A,N/A,0,1715,N/A,N/A,0,N/A,false,false,N/A,N/A,52,57,59,256,"Tem, Sha"
nkrcap,Yumeno Lilith,NoriPro,light,N/A,N/A,0,427,N/A,N/A,0,N/A,false,false,N/A,N/A,59,64,50,279,"Ato, Bli"
nkr8fg,Catarina Devon,One Piece,metal,N/A,N/A,0,691,N/A,N/A,0,N/A,false,false,N/A,N/A,43,46,48,299,"Hyp, Ref"
nkr18a,Man With Luscious Hair,Honkai Star Rail,ice,N/A,N/A,1,843,N/A,N/A,0,N/A,false,false,N/A,N/A,75,50,60,269,"Vis, Alm"
nkp6ps,Agatha Harmon,Atelier Ryza: Ever Darkness & the Secret Hideout,wood,N/A,N/A,0,167,N/A,N/A,0,N/A,false,false,N/A,N/A,48,74,51,296,"Tau, Tim"
nkp6wj,Griamore,The Seven Deadly Sins,light,N/A,N/A,1,753,N/A,N/A,0,N/A,false,false,N/A,N/A,41,46,59,241,"Nec, Hol"
nkoz37,Sophia Ascart,My Next Life as a Villainess: All Routes Lead to Doom!,light,N/A,N/A,4,815,N/A,N/A,0,N/A,false,false,N/A,N/A,56,41,45,289,"Ato, Ven"
nkoqvp,Mamiru Keikain,Nurarihyon no Mago,fire,N/A,N/A,0,947,N/A,N/A,0,N/A,false,false,N/A,N/A,56,49,58,277,"Tim, Bod"
nkogp7,Milla Maxwell,Tales of Xillia,wind,N/A,N/A,8,350,N/A,N/A,0,N/A,false,false,N/A,N/A,49,59,43,264,"Out, Mys"
nko5eu,Angelina Durless,Black Butler,fire,N/A,N/A,4,1341,N/A,N/A,0,N/A,false,false,N/A,N/A,60,55,40,296,"Har, Mys"
nknxaz,Giyuu Tomioka,Demon Slayer,earth,💰,trade,1008,957,N/A,N/A,0,N/A,false,false,N/A,N/A,45,54,54,255,"Spi, Vor"
nknspb,Saul,Fire Emblem: The Binding Blade,metal,N/A,N/A,1,593,N/A,N/A,0,N/A,false,false,N/A,N/A,58,43,59,254,"Tau, Ato"
nkncca,Margaret Mitchell,Bungou Stray Dogs,light,N/A,N/A,3,645,N/A,N/A,0,N/A,false,false,N/A,N/A,41,60,53,241,"Cos, Tau"
nknamt,Nimu Spacecat,Independent VTubers,metal,N/A,N/A,5,863,N/A,N/A,0,N/A,false,false,N/A,N/A,50,100,44,232,"Tim, Dra"
nkn8yq,Shura,Hunter x Hunter Movie 2: The Last Mission,ice,N/A,N/A,0,660,N/A,N/A,0,N/A,false,false,N/A,N/A,57,53,52,232,"Spi, Hel"
nkmifv,Weather Report,JoJo's Bizarre Adventure,fire,N/A,N/A,43,703,N/A,N/A,0,N/A,false,false,N/A,N/A,53,88,55,298,"Alm, Gra"
nkla90,Terra Snapdragon,The Owl House,wind,N/A,N/A,1,813,N/A,N/A,0,N/A,false,false,N/A,N/A,65,43,55,273,"Hel, Vor"
nkl4f3,Tanya,Mortal Kombat,earth,N/A,N/A,0,1189,N/A,N/A,0,N/A,false,false,N/A,N/A,58,50,60,251,"Tem, Out"
nkkn26,Astolfo Granatum,The Case Study of Vanitas,metal,🤵‍♀️,astolfo,11,1468,N/A,N/A,0,N/A,false,false,N/A,N/A,53,60,55,279,"Dra, Nec"
nkkgm8,Ruka Sarashina,Rent-A-Girlfriend,metal,🤵‍♀️,astolfo,104,717,N/A,N/A,0,N/A,false,false,N/A,N/A,58,54,54,231,"Ato, Pur"
nkk6wo,Sayo Hikawa,BanG Dream!,wood,N/A,N/A,30,660,N/A,N/A,0,N/A,false,false,N/A,N/A,43,55,52,264,"Hol, Nec"
nkk23r,Ikekura Marina,Blue Archive,void,🏫,ba,2,753,N/A,N/A,0,N/A,false,false,N/A,N/A,51,55,53,260,"Spi, Vor"
nkjymn,Joshua Bright,The Legend of Heroes: Trails in the Sky,ice,N/A,N/A,2,752,N/A,N/A,0,N/A,false,false,N/A,N/A,45,54,59,244,"Out, Spi"
nkjs91,Eagle Eye,Supa Strikas,metal,N/A,N/A,0,292,N/A,N/A,0,N/A,false,false,N/A,N/A,40,55,47,247,"Ato, Hol"
nkjqlu,Springfield,Girls Frontline,void,🔫,whatamifightingfor,2,1983,N/A,N/A,0,N/A,false,false,N/A,N/A,54,45,48,267,"Vor, Bli"
nkji6v,Pop,Ojamajo Doremi,void,N/A,N/A,1,639,N/A,N/A,0,N/A,false,false,N/A,N/A,43,57,41,234,"Bod, Hol"
nkj3oc,Kim Yujoon,Debut or Die,ice,N/A,N/A,0,588,N/A,N/A,0,N/A,false,false,N/A,N/A,52,47,47,273,"Dra, Spi"
nkiqk9,Susora,Isekai Cheat Magician,wood,N/A,N/A,0,678,N/A,N/A,0,N/A,false,false,N/A,N/A,57,60,47,275,"Vor, Roc"
nkipbx,Jinni,NMIXX,wood,N/A,N/A,42,729,N/A,N/A,0,N/A,false,false,N/A,N/A,76,58,58,259,"Ref, Und"
nkin7e,James Moriarty,Fate/Grand Order,earth,N/A,N/A,4,1984,N/A,N/A,0,N/A,false,false,N/A,N/A,40,46,56,243,"Eth, Pur"
nkgucl,MK3A1,Girls Frontline,light,🔫,whatamifightingfor,0,933,N/A,N/A,0,N/A,false,false,N/A,N/A,45,56,53,260,"Out, Hel"
nkfyjc,Jouichi Onishima,Are You Lost?,light,N/A,N/A,1,660,N/A,N/A,0,N/A,false,false,N/A,N/A,53,55,43,280,"Bod, Sha"
nkfkyc,Hoshitsuki Miki,Battle Girl High School,wood,N/A,N/A,1,522,N/A,N/A,0,N/A,false,false,N/A,N/A,46,49,48,268,"Ven, Gra"
nkfiv5,Geese,Fairy Tail Movie 1: Houou no Miko,wind,N/A,N/A,0,1039,N/A,N/A,0,N/A,false,false,N/A,N/A,54,42,50,266,"Ato, Ser"
nkfa1o,Winter Queen,Grimlight,metal,N/A,N/A,4,1387,N/A,N/A,0,N/A,false,false,N/A,N/A,60,58,48,276,"Tem, Hel"
nkf8is,Ritsu Tainaka,K-ON!,wind,N/A,N/A,45,834,N/A,N/A,0,N/A,false,false,N/A,N/A,40,46,54,256,"Eth, Bli"
nkf7ir,Ui Hirasawa,K-ON!,wind,N/A,N/A,13,1077,N/A,N/A,0,N/A,false,false,N/A,N/A,45,55,52,311,"Vis, Ato"
nkf3og,Akito Himenokouji,OniAi,fire,N/A,N/A,0,663,N/A,N/A,0,N/A,false,false,N/A,N/A,54,55,75,234,"Mys, Sha"
nkf2d4,Gingerbread,Food Fantasy,wood,N/A,N/A,1,704,N/A,N/A,0,N/A,false,false,N/A,N/A,43,41,84,293,"Tau, Tim"
nkf15h,Gunsmith,Valkyrie Crusade,void,N/A,N/A,0,827,N/A,N/A,0,N/A,false,false,N/A,N/A,53,46,86,274,"Dra, Roc"
nkeyw6,Bach,Sid Story,metal,N/A,N/A,0,883,N/A,N/A,0,N/A,false,false,N/A,N/A,55,70,55,247,"Rot, Bod"
nkews2,Mitsuo Ayase,Aoppella!?,metal,N/A,N/A,0,611,N/A,N/A,0,N/A,false,false,N/A,N/A,46,53,40,248,"Bli, Ref"
nkevrj,Goryou Nagusa,Blue Archive,wind,🏫,ba,9,1619,N/A,N/A,0,N/A,false,false,N/A,N/A,51,57,58,244,"Bod, Eth"
nkeuf1,Frederica Nikola Tesla,Honkai Impact 3rd,ice,N/A,N/A,7,447,N/A,N/A,0,N/A,false,false,N/A,N/A,46,55,59,237,"Nec, Tau"
nkes7k,Almedha,Fire Emblem: Radiant Dawn,wind,N/A,N/A,3,1671,N/A,N/A,0,N/A,false,false,N/A,N/A,60,51,50,249,"Ref, Hol"
nkcpgd,Mipha,The Legend of Zelda: Breath of the Wild,ice,N/A,N/A,30,1653,N/A,N/A,0,N/A,false,false,N/A,N/A,50,59,40,282,"Hol, Gra"
nkce0n,Soline,NIKKE,metal,N/A,N/A,3,1457,N/A,N/A,0,N/A,false,false,N/A,N/A,71,46,49,329,"Hyp, Har"
nkc74q,Joanna Joannascore Adorian Uljika,Kemono Michi: Rise Up,wind,N/A,N/A,0,1018,N/A,N/A,0,N/A,false,false,N/A,N/A,43,41,60,260,"Dra, Und"
nkbv36,Negan Smith,The Walking Dead,wood,N/A,N/A,41,891,N/A,N/A,0,N/A,false,false,N/A,N/A,51,51,51,269,"Tim, Mys"
nkbpyv,Mantis,Marvel Cinematic Universe,light,N/A,N/A,6,523,N/A,N/A,0,N/A,false,false,N/A,N/A,90,60,60,242,"Rot, Nec"
nkbo8k,Rosalia,Sword Art Online,metal,💩,sao,1,1823,N/A,N/A,0,N/A,false,false,N/A,N/A,56,63,45,271,"Pur, Har"
nkbmst,Yoshiyuki Miyazono,Your Lie in April,light,N/A,N/A,1,283,N/A,N/A,0,N/A,false,false,N/A,N/A,55,57,41,231,"Tim, Har"
nkbl2o,Kitashirakawa Kakapo,VEE,fire,N/A,N/A,0,1250,N/A,N/A,0,N/A,false,false,N/A,N/A,50,46,60,271,"Und, Cos"
nkbjn6,Shikoku,Chained Soldier,fire,N/A,N/A,4,1862,N/A,N/A,0,N/A,false,false,N/A,N/A,45,47,50,298,"Nec, Spi"
nkbhim,The Scotsman,Samurai Jack,light,N/A,N/A,1,851,N/A,N/A,0,N/A,false,false,N/A,N/A,55,56,52,315,"Cos, Sha"
nkbg9c,Ryo Yamada,Bocchi the Rock!,light,💰,trade,221,1857,N/A,N/A,0,N/A,false,false,N/A,N/A,44,57,57,246,"Vis, Hyp"
nkba9n,Caster,Carnival Phantasm,wind,🏍️,fate,0,1257,N/A,N/A,0,N/A,false,false,N/A,N/A,82,60,41,300,"Vis, Pur"
nkb85k,Ibuki Kajii,Coppelion,wood,N/A,N/A,0,909,N/A,N/A,0,N/A,false,false,N/A,N/A,44,43,76,272,"Eth, Ref"
nkb3vx,Bartra Liones,The Seven Deadly Sins,void,N/A,N/A,0,623,N/A,N/A,0,N/A,false,false,N/A,N/A,57,54,60,293,"Spi, Tau"
nkb0cs,Miya,GWSN,earth,N/A,N/A,8,1088,N/A,N/A,0,N/A,false,false,N/A,N/A,44,57,41,291,"Sha, Ven"
nkaypk,Ikumi Mito,Food Wars! Shokugeki no Soma,light,N/A,N/A,20,1500,N/A,N/A,0,N/A,false,false,N/A,N/A,79,44,71,259,"Spi, Out"
nkawid,Pummel,My Singing Monsters,wind,N/A,N/A,0,703,N/A,N/A,0,N/A,false,false,N/A,N/A,59,52,52,260,"Vor, Tau"
nkav5a,Sylvette Suede,Tegami Bachi: Letter Bee,void,N/A,N/A,0,807,N/A,N/A,0,N/A,false,false,N/A,N/A,47,43,51,279,"Vis, Out"
nkala3,Quetzalcoatl,Luck & Logic,fire,N/A,N/A,0,514,N/A,N/A,0,N/A,false,false,N/A,N/A,53,49,55,245,"Dru, Har"
nkahxk,Noire,Hyperdimension Neptunia,metal,N/A,N/A,17,532,N/A,N/A,0,N/A,false,false,N/A,N/A,76,53,40,230,"Mys, Pur"
nk8b9w,Game Otaku,Magical Destroyers,metal,N/A,N/A,0,515,N/A,N/A,0,N/A,false,false,N/A,N/A,56,59,43,238,"Har, Dra"
nk8935,Maria Marionette,Nijisanji EN,light,N/A,N/A,34,863,N/A,N/A,0,N/A,false,false,N/A,N/A,59,56,55,258,"Pur, Tem"
nk85of,Ami Mizuno,Sailor Moon,void,N/A,N/A,6,1029,N/A,N/A,0,N/A,false,false,N/A,N/A,56,58,47,231,"Vor, Nec"
nk7z9e,Shinyou,KanColle: Kantai Collection,metal,N/A,N/A,0,1816,N/A,N/A,0,N/A,false,false,N/A,N/A,55,40,53,239,"Alm, Nec"
nk7w77,Lonti Arbalest,In the Land of Leadale,metal,N/A,N/A,0,1316,N/A,N/A,0,N/A,false,false,N/A,N/A,44,40,46,240,"Eth, Har"
nk7r7v,AmaLee,Independent VTubers,wind,👍,ntb,32,1260,N/A,N/A,0,N/A,false,false,N/A,N/A,45,52,80,243,"Roc, Mys"
nk7h9n,Hina Tagajou,Hanebado!,wood,N/A,N/A,0,968,N/A,N/A,0,N/A,false,false,N/A,N/A,59,44,41,246,"Und, Vor"
nk7cfq,Ecne,Zenonia,wind,N/A,N/A,1,671,N/A,N/A,0,N/A,false,false,N/A,N/A,40,56,44,292,"Eth, Hol"
nk731q,Edy Nelson,Valkyria Chronicles,fire,🚜,valkyriachronicles,0,543,N/A,N/A,0,N/A,false,false,N/A,N/A,49,60,52,261,"Tem, Roc"
nk78ny,BonBon,Artery Gear: Fusion,fire,N/A,N/A,0,684,N/A,N/A,0,N/A,false,false,N/A,N/A,40,67,79,248,"Vor, Ser"
nk6sxd,Emily,When Marnie Was There,wood,N/A,N/A,3,559,N/A,N/A,0,N/A,false,false,N/A,N/A,44,85,42,298,"Out, Sha"
nk6s55,Phantom Balloon Boy,Five Nights at Freddy's,earth,N/A,N/A,0,1152,N/A,N/A,0,N/A,false,false,N/A,N/A,47,57,60,251,"Vis, Und"
nk6nq5,Bai Mongfa,Renai Flops,void,N/A,N/A,1,755,N/A,N/A,0,N/A,false,false,N/A,N/A,43,64,57,255,"Hel, Vor"
nk6lx0,Tow Mater,Cars,fire,N/A,N/A,16,1875,N/A,N/A,0,N/A,false,false,N/A,N/A,50,52,48,248,"Ser, Bli"
nk6ji6,Chieru Kazama,Princess Connect! Re Dive,wind,👸,priconne,0,1708,N/A,N/A,0,N/A,false,false,N/A,N/A,50,52,79,260,"Nec, Tem"
nk6kzu,Natsuki Usami,tsuritama,metal,N/A,N/A,0,548,N/A,N/A,0,N/A,false,false,N/A,N/A,58,52,45,257,"Sha, Ato"
nk4ojv,Villager,Clash of Clans,fire,N/A,N/A,1,876,N/A,N/A,0,N/A,false,false,N/A,N/A,75,57,53,299,"Tim, Cos"
nk4d3d,Inuyama Tamaki,NoriPro,ice,N/A,N/A,5,1309,N/A,N/A,0,N/A,false,false,N/A,N/A,45,57,47,254,"Ser, Ref"
nk4af8,Adele von Granntzreich,The Royal Tutor,fire,N/A,N/A,0,883,N/A,N/A,0,N/A,false,false,N/A,N/A,41,43,49,286,"Roc, Out"
nk3z9s,Yu Nan Zui,She Is Still Cute Today,wind,N/A,N/A,0,901,N/A,N/A,0,N/A,false,false,N/A,N/A,43,49,47,258,"Vor, Sha"
nk3wz9,Sayaka Maizono,Danganronpa: Trigger Happy Havoc,ice,N/A,N/A,13,528,N/A,N/A,0,N/A,false,false,N/A,N/A,52,54,49,275,"Alm, Spi"
nk3gtp,Yukiko Amagi,Persona 4,fire,N/A,N/A,14,903,N/A,N/A,0,N/A,false,false,N/A,N/A,41,52,58,278,"Ven, Cos"
nk3eya,Kurokami no Onna,Death Parade,void,N/A,N/A,6,647,N/A,N/A,0,N/A,false,false,N/A,N/A,58,47,75,282,"Gra, Hol"
nk3dwp,Mari Kozakura,MEKAKUCITY ACTORS,metal,N/A,N/A,5,673,N/A,N/A,0,N/A,false,false,N/A,N/A,44,43,44,299,"Ser, Tem"
nk2xaw,Cat,Stray,wind,N/A,N/A,32,1627,N/A,N/A,0,N/A,false,false,N/A,N/A,57,56,47,261,"Ref, Und"
nk2vy8,Shadow the Hedgehog,Sonic the Hedgehog,wood,N/A,N/A,97,553,N/A,N/A,0,N/A,false,false,N/A,N/A,71,59,60,238,"Und, Ato"
nk2kj6,No. 502,Gintama,void,N/A,N/A,0,864,N/A,N/A,0,N/A,false,false,N/A,N/A,53,51,59,277,"Dru, Tau"
nk2bwl,Yogumunt,Solo Leveling,wood,N/A,N/A,3,797,N/A,N/A,0,N/A,false,false,N/A,N/A,49,51,47,254,"Eth, Roc"
nk26qk,Grigori Rasputin,Drifters,fire,N/A,N/A,0,632,N/A,N/A,0,N/A,false,false,N/A,N/A,49,52,54,231,"Bod, Spi"
nk09da,Mrs. Mamiya,Weathering With You,earth,N/A,N/A,1,331,N/A,N/A,0,N/A,false,false,N/A,N/A,65,41,70,250,"Rot, Bod"
nk07pt,Sarutahiko,Tokyo Afterschool Summoners,ice,N/A,N/A,0,550,N/A,N/A,0,N/A,false,false,N/A,N/A,53,55,54,280,"Vor, Hyp"
nk058u,Usagimaru,Onmyoji,void,N/A,N/A,0,706,N/A,N/A,0,N/A,false,false,N/A,N/A,58,52,59,245,"Pur, Hol"
njzv2e,Leara,Wolf's Rain,void,N/A,N/A,0,723,N/A,N/A,0,N/A,false,false,N/A,N/A,51,49,44,292,"Dra, Pur"
njzgu7,Cress,Pokemon People,fire,N/A,N/A,1,986,N/A,N/A,0,N/A,false,false,N/A,N/A,74,46,57,246,"Vor, Rot"
njz1qj,Mercedes,Fire Emblem: Three Houses,earth,N/A,N/A,15,1198,N/A,N/A,0,N/A,false,false,N/A,N/A,57,50,53,251,"Ref, Bli"
njyz0i,Magician,Solo Leveling,earth,N/A,N/A,1,906,N/A,N/A,0,N/A,false,false,N/A,N/A,42,42,44,248,"Tim, Ser"
